date,datetime,channel,house_number,promo_title,observed_effectiveness_score,best_possible_score,uplift_if_optimised,should_move,recommended_position,recommended_offset_minutes,advice_text
2020-08-18,2020-08-18 08:20:39,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,25.86,28.57,2.71,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-18,2020-08-18 08:20:49,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,17.02,25.57,8.55,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2020-08-18,2020-08-18 08:36:56,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-18,2020-08-18 08:36:56,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,16.03,23.97,7.94,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-18,2020-08-18 08:36:57,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,11.62,18.69,7.07,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-18,2020-08-18 08:37:12,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,17.15,26.97,9.82,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2020-08-18,2020-08-18 08:37:42,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,23.99,26.97,2.98,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-18,2020-08-18 08:38:12,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,22.35,26.97,4.62,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-18,2020-08-18 08:38:42,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,17.71,26.97,9.26,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2020-08-18,2020-08-18 08:38:52,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,10.79,23.97,13.18,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2020-08-18,2020-08-18 08:50:39,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-18,2020-08-18 08:50:39,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,32.24,33.57,1.33,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-18,2020-08-18 08:50:40,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,24.99,28.29,3.3,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-18,2020-08-18 08:50:55,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,34.91,36.57,1.66,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-18,2020-08-18 08:51:25,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,32.37,36.57,4.2,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-18,2020-08-18 08:51:55,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,39.25,36.57,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-18,2020-08-18 08:52:25,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,39.69,36.57,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-18,2020-08-18 08:52:35,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,34.24,33.57,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-18,2020-08-18 09:14:54,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-18,2020-08-18 09:14:54,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,28.63,31.97,3.34,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-18,2020-08-18 09:14:55,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,21.97,26.69,4.72,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-18,2020-08-18 09:15:10,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,31.58,34.97,3.39,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-18,2020-08-18 09:15:40,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,33.64,34.97,1.33,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-18,2020-08-18 09:16:10,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,35.53,34.97,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-18,2020-08-18 09:16:40,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,36.68,34.97,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-18,2020-08-18 09:16:50,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,27.33,31.97,4.64,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 06:00:00,Viasat History CEE,IWHIS132,Animated Ident 1 - Napoleon HD cutdown 10,34.47,37.18,2.71,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 06:46:09,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 06:46:09,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,27.52,34.18,6.66,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 06:46:10,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,23.11,28.9,5.79,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 06:46:25,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,38.37,37.18,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 06:46:55,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,35.29,37.18,1.89,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 06:47:25,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,28.68,37.18,8.5,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2020-08-19,2020-08-19 06:47:55,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,32.23,37.18,4.95,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 06:48:05,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,32.4,34.18,1.78,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 07:04:33,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 07:04:33,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,30.07,32.58,2.51,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 07:04:34,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,23.49,27.3,3.81,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 07:04:49,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,30.04,35.58,5.54,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 07:05:19,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,28.52,35.58,7.06,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 07:05:49,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,26.9,35.58,8.68,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2020-08-19,2020-08-19 07:06:19,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,34.47,35.58,1.11,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 07:06:29,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,26.04,32.58,6.54,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 07:22:21,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 07:22:21,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,27.08,30.98,3.9,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 07:22:22,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,26.22,25.7,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 07:22:37,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,25.5,33.98,8.48,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2020-08-19,2020-08-19 07:23:07,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,27.48,33.98,6.5,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 07:23:37,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,29.18,33.98,4.8,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 07:24:07,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,28.15,33.98,5.83,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 07:24:17,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,21.88,30.98,9.1,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2020-08-19,2020-08-19 08:00:48,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 08:00:48,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,21.7,29.38,7.68,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 08:00:49,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,15.52,24.1,8.58,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2020-08-19,2020-08-19 08:01:04,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,23.26,32.38,9.12,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2020-08-19,2020-08-19 08:01:34,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,19.85,32.38,12.53,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2020-08-19,2020-08-19 08:02:04,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,22.61,32.38,9.77,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2020-08-19,2020-08-19 08:02:34,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,26.04,32.38,6.34,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 08:02:44,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,23.18,29.38,6.2,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 08:18:53,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 08:18:53,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,0.0,25.02,25.02,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2020-08-19,2020-08-19 08:18:54,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,14.54,22.5,7.96,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 08:19:09,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,21.2,30.78,9.58,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2020-08-19,2020-08-19 08:19:39,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,19.01,30.78,11.77,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2020-08-19,2020-08-19 08:20:09,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,22.46,30.78,8.32,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2020-08-19,2020-08-19 08:20:39,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,22.39,30.78,8.39,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2020-08-19,2020-08-19 08:20:49,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,21.21,27.78,6.57,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 08:36:56,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 08:36:56,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,36.48,37.38,0.9,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 08:36:57,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,29.33,32.1,2.77,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 08:37:12,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,40.31,40.38,0.07,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 08:37:42,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,40.36,40.38,0.02,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 08:38:12,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,40.29,40.38,0.09,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 08:38:42,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,39.44,40.38,0.94,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 08:38:52,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,34.62,37.38,2.76,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 08:50:39,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 08:50:39,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,37.52,35.78,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 08:50:40,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,34.44,30.5,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 08:50:55,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,36.32,38.78,2.46,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 08:51:25,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,32.98,38.78,5.8,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 08:51:55,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,37.75,38.78,1.03,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 08:52:25,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,35.91,38.78,2.87,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 08:52:35,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,34.93,35.78,0.85,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 09:14:54,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 09:14:54,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,33.32,34.18,0.86,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 09:14:55,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,25.53,28.9,3.37,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 09:15:10,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,29.91,37.18,7.27,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 09:15:40,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,33.31,37.18,3.87,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 09:16:10,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,36.29,37.18,0.89,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 09:16:40,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,32.44,37.18,4.74,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-19,2020-08-19 09:16:50,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,34.69,34.18,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 06:00:00,Viasat History CEE,IWHIS132,Animated Ident 1 - Napoleon HD cutdown 10,27.49,31.97,4.48,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 06:46:09,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 06:46:09,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,22.66,28.98,6.32,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 06:46:10,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,26.75,23.69,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 06:46:25,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,33.26,31.97,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 06:46:55,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,28.57,31.97,3.4,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 06:47:25,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,30.21,31.97,1.76,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 06:47:55,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,26.27,31.97,5.7,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 06:48:05,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,22.6,28.98,6.38,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 07:04:33,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 07:04:33,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,24.83,27.38,2.55,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 07:04:34,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,17.74,22.09,4.35,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 07:04:49,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,27.98,30.37,2.39,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 07:05:19,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,25.01,30.37,5.36,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 07:05:49,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,32.93,30.37,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 07:06:19,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,27.82,30.37,2.55,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 07:06:29,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,22.4,27.38,4.98,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 07:22:21,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 07:22:21,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,14.01,25.78,11.77,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2020-08-20,2020-08-20 07:22:22,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,14.57,20.49,5.92,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 07:22:37,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,18.24,28.77,10.53,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2020-08-20,2020-08-20 07:23:07,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,21.73,28.77,7.04,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 07:23:37,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,18.49,28.77,10.28,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2020-08-20,2020-08-20 07:24:07,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,23.81,28.77,4.96,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 07:24:17,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,22.91,25.78,2.87,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 08:00:48,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,20.8,24.18,3.38,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 08:00:48,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 08:00:49,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,9.14,18.89,9.75,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2020-08-20,2020-08-20 08:01:04,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,16.13,27.17,11.04,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2020-08-20,2020-08-20 08:01:34,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,22.78,27.17,4.39,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 08:02:04,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,26.29,27.17,0.88,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 08:02:34,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,17.13,27.17,10.04,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2020-08-20,2020-08-20 08:02:44,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,16.69,24.18,7.49,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 08:18:53,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 08:18:53,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,38.12,33.78,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 08:18:54,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,0.0,25.73,25.73,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2020-08-20,2020-08-20 08:19:09,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,37.93,36.77,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 08:19:39,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,32.63,36.77,4.14,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 08:20:09,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,37.04,36.77,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 08:20:39,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,39.7,36.77,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 08:20:49,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,33.41,33.78,0.37,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 08:36:56,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,27.89,32.18,4.29,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 08:36:56,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 08:36:57,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,28.12,26.89,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 08:37:12,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,29.74,35.17,5.43,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 08:37:42,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,34.87,35.17,0.3,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 08:38:12,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,30.45,35.17,4.72,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 08:38:42,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,33.42,35.17,1.75,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 08:38:52,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,32.09,32.18,0.09,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 08:50:39,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,20.47,30.58,10.11,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2020-08-20,2020-08-20 08:50:39,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 08:50:40,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,17.74,25.29,7.55,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 08:50:55,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,28.5,33.57,5.07,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 08:51:25,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,31.48,33.57,2.09,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 08:51:55,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,29.13,33.57,4.44,0,keep,0,Current placement is acceptable relative to contextual signals.
2020-08-20,2020-08-20 08:52:25,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,28.2,33.57,5.37,0,keep,0,Current placement is acceptable relative to contextual signals.
